2021/11/12,  19:33:00, 37.4, 31.4
2021/11/12,  19:48:00, 37.6, 30.9
2021/11/12,  20:03:00, 37.8, 30.6
2021/11/12,  20:12:48, 37.7, 31.3
2021/11/12,  20:12:49, 37.8, 30.6
2021/11/12,  20:12:50, 37.8, 30.8
2021/11/12,  20:12:51, 37.8, 30.8
2021/11/12,  20:12:52, 37.8, 30.9
2021/11/12,  20:12:53, 37.8, 31.0
2021/11/12,  20:12:54, 37.7, 30.8
2021/11/12,  20:12:56, 37.8, 31.1
2021/11/12,  20:12:57, 37.7, 31.1
2021/11/12,  20:12:58, 37.7, 31.0
2021/11/12,  20:12:59, 37.7, 31.3
2021/11/12,  20:13:00, 37.7, 31.0
2021/11/12,  20:13:01, 37.8, 31.1
2021/11/12,  20:13:02, 37.7, 31.0
2021/11/12,  20:13:03, 37.8, 30.7
2021/11/12,  20:13:04, 37.7, 30.1
2021/11/12,  20:13:05, 37.7, 30.8
2021/11/12,  20:13:06, 37.9, 31.2
2021/11/12,  20:13:07, 37.7, 31.1
2021/11/12,  20:13:08, 37.8, 31.0
2021/11/12,  20:13:09, 37.9, 30.9
2021/11/12,  20:13:10, 37.7, 30.9
2021/11/12,  20:13:11, 37.8, 31.1
2021/11/13,  09:26:36, 31.5, 35.3
2021/11/13,  09:26:37, 31.5, 34.7
2021/11/13,  09:26:38, 31.6, 35.1
2021/11/13,  09:26:39, 31.5, 34.6
2021/11/13,  09:26:40, 31.5, 34.8
2021/11/13,  09:26:41, 31.5, 34.5
2021/11/13,  09:26:42, 31.6, 33.6
2021/11/13,  09:26:43, 31.6, 34.7
2021/11/13,  09:26:44, 31.4, 34.3
2021/11/13,  09:26:45, 31.4, 34.9
2021/11/13,  09:26:46, 31.5, 35.0
2021/11/13,  09:26:47, 31.7, 34.9
2021/11/13,  09:26:48, 31.5, 35.0
2021/11/13,  09:26:49, 31.6, 35.0
2021/11/13,  09:26:50, 31.7, 34.5
2021/11/13,  09:26:51, 31.5, 34.8
2021/11/13,  09:26:52, 31.6, 34.4
2021/11/13,  09:26:53, 31.7, 34.8
2021/11/13,  09:26:54, 31.6, 34.9
2021/11/13,  09:26:55, 31.6, 34.8
2021/11/13,  09:26:56, 31.6, 34.8
2021/11/13,  09:26:57, 31.6, 34.5
2021/11/13,  09:26:58, 31.7, 34.4
2021/11/13,  09:26:59, 31.6, 34.1
2021/11/13,  09:27:00, 31.6, 34.5
2021/11/13,  09:27:01, 31.5, 34.4
2021/11/13,  09:27:02, 31.7, 34.5
2021/11/13,  09:27:03, 31.6, 34.6
2021/11/13,  09:27:04, 31.6, 34.6
2021/11/13,  09:27:05, 31.6, 34.6
2021/11/13,  09:27:06, 31.6, 34.2
2021/11/13,  09:27:07, 31.5, 34.7
2021/11/13,  09:27:08, 31.5, 34.7
2021/11/13,  09:27:09, 31.6, 34.5
2021/11/13,  09:27:10, 31.6, 34.7
2021/11/13,  09:27:11, 31.7, 34.4
2021/11/13,  09:27:12, 31.7, 34.3
2021/11/13,  09:27:13, 31.6, 34.2
2021/11/13,  09:27:14, 31.6, 34.4
2021/11/13,  09:27:15, 31.6, 34.5
2021/11/13,  09:27:16, 31.6, 34.4
2021/11/13,  09:27:17, 31.6, 34.3
2021/11/13,  09:27:18, 31.7, 34.7
2021/11/13,  09:27:19, 31.7, 34.8
2021/11/13,  09:27:20, 31.7, 34.5
2021/11/13,  09:27:21, 31.7, 34.7
2021/11/13,  09:27:22, 31.7, 34.5
2021/11/13,  09:27:23, 31.9, 34.3
2021/11/13,  09:27:24, 31.8, 34.5
2021/11/13,  09:27:26, 31.9, 34.2
2021/11/13,  09:27:27, 31.8, 34.3
2021/11/13,  09:27:28, 31.7, 34.6
2021/11/13,  09:27:29, 31.7, 34.6
2021/11/13,  09:27:30, 31.6, 34.1
2021/11/13,  09:27:31, 31.7, 34.5
2021/11/13,  09:27:32, 31.8, 34.1
2021/11/13,  09:27:33, 31.8, 34.8
2021/11/13,  09:27:34, 31.8, 34.3
2021/11/13,  09:27:35, 31.7, 34.5
2021/11/13,  09:27:36, 31.8, 34.3
2021/11/13,  09:27:37, 31.7, 34.3
2021/11/13,  09:27:38, 31.8, 34.3
2021/11/13,  09:27:39, 31.8, 34.3
2021/11/13,  09:27:40, 31.8, 34.2
2021/11/13,  09:27:41, 31.9, 34.5
2021/11/13,  09:27:42, 31.8, 34.5
2021/11/13,  09:27:43, 31.7, 33.9
2021/11/13,  09:27:44, 32.0, 34.7
2021/11/13,  09:27:45, 31.9, 34.3
2021/11/13,  09:27:46, 31.8, 34.5
2021/11/13,  09:27:47, 31.8, 34.3
2021/11/13,  09:27:48, 31.9, 34.2
2021/11/13,  09:27:49, 31.8, 34.7
2021/11/13,  09:27:50, 31.8, 34.3
2021/11/13,  09:27:51, 32.0, 34.4
2021/11/13,  09:27:52, 31.9, 34.1
2021/11/13,  09:27:53, 31.9, 34.5
2021/11/13,  09:27:54, 31.9, 34.5
2021/11/13,  09:27:55, 31.8, 34.1
2021/11/13,  09:27:56, 31.9, 34.5
2021/11/13,  09:27:57, 31.9, 34.3
2021/11/13,  09:27:58, 31.9, 33.9
2021/11/13,  09:27:59, 31.9, 34.4
2021/11/13,  09:28:00, 31.9, 34.6
2021/11/13,  09:28:01, 32.0, 34.3
2021/11/13,  09:28:02, 31.9, 33.9
2021/11/13,  09:28:03, 32.1, 34.1
2021/11/13,  09:28:04, 31.9, 34.4
2021/11/13,  09:28:05, 32.1, 34.0
2021/11/13,  09:28:06, 32.0, 34.7
2021/11/13,  09:28:07, 31.9, 34.4
